N/A,Reference #,Service,Status,Source,Category,N/A,District   ,Lat,Long,Date Time,Department,Q,Year,N/A,N/A,N/A,Agent   ,Customer,N/A
349,170223-000036,,Open,Public API,,,,12.12345679,12.12345679,58:19.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
139,170214-000028,,Open,Public API,,,district name,37.3382,121.8863,24:06.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
333,170223-000019,,Open,Public API,,,,37.3382,121.8863,58:24.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
123,170214-000011,,Open,Public API,,,,37.3382,121.8863,00:50.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
317,170223-000003,,Open,Public API,,,,,,46:18.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
301,170222-000018,Graffiti,Open,End-User pages,,,6,37.3196628,-121.9481566,41:50.0,,Tier1,2017,1,2,8,,Swati Nadimpalli,1
83,170208-000003,General Request,Open,End-User pages,,,,16.3066525,80.4365402,22:00.0,,Tier1,2017,1,2,6,,test test,1
285,170222-000002,Graffiti,Open,End-User pages,,,3,37.3639472,-121.9289375,43:53.0,,Tier1,2017,1,2,8,,Anonymous User,1
269,170221-000002,Abandoned Vehicle,Open,End-User pages,,,3,37.3382082,-121.8863286,58:17.0,,Tier1,2017,1,2,8,,Anonymous User,1
48,170203-000002,,Open,Public API,,,,,,11:47.0,,Tier1,2017,1,2,5,,test test,1
253,170218-000000,Abandoned Vehicle,Open,End-User pages,,,,37.3382,121.8863,26:35.0,,Tier1,2017,1,2,7,,Pradeep Chandolu,1
32,170124-000010,,Open,Public API,,,,,,45:07.0,,Tier1,2017,1,1,4,,Pramod Bojja,1
237,170216-000024,,Open,Public API,,,,,,57:48.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
16,170111-000006,General Request,Open,End-User pages,County,,,,,26:43.0,DOT,Tier1,2017,1,1,2,agent tier1,Swati Nadimpalli,1
616,170302-000066,Abandoned Vehicle,Open,Public API,,High,,,,44:56.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
600,170302-000050,Graffiti,Open,Public API,Painted Wall,High,,37.3382,121.8863,42:37.0,,Tier2,2017,1,3,9,,Nishi test8,1
584,170302-000034,Abandoned Vehicle,Open,Public API,,High,,12.12345679,12.12345679,11:33.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
568,170302-000016,,Open,Public API,,High,,22.45698701,12.12345679,32:02.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
552,170302-000000,,Open,Public API,,High,,,,35:13.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
1127,170322-000042,,Open,End-User pages,,,,,,59:56.0,,Tier1,2017,1,3,12,,Swati Nadimpalli,1
536,170301-000005,Graffiti,Open,CX Console,SideWalk,High,,37.3382,121.8863,52:20.0,,Tier1,2017,1,3,9,Hemanth Kumar,Pramod Bojja,1
1110,170321-000126,Illegal Dumping,Open,Web Console,,,,,,59:23.0,,Tier1,2017,1,3,12,Sharon Lee,Amber Struck,1
520,170228-000012,,Open,Public API,,High,,13.3794024,74.7404278,49:53.0,,Tier2,2017,1,2,9,,Mahesh Kumar G Kumar G,1
504,170227-000049,,Open,Public API,,,,,,40:34.0,,Tier2,2017,1,2,9,,Swati Nadimpalli,1
1078,170321-000048,Abandoned Vehicle,Open,Public API,,,,37.21075253,-121.8480094,41:25.0,,,2017,1,3,12,,Mahesh Kumar G Kumar G,1
488,170227-000031,Abandoned Vehicle,Open,End-User pages,,,3,37.3382082,-121.8863286,45:51.0,,Tier1,2017,1,2,9,,Anonymous User,1
1060,170320-000152,Pothole,Open,CX Console,,,6,37.320371,-121.9483776,51:12.0,,Tier1,2017,1,3,12,Swati Ganesh,Christine Haddok,1
472,170227-000003,Abandoned Vehicle,Open,End-User pages,,,,37.3541079,-121.9552356,49:23.0,,Tier1,2017,1,2,9,,Anonymous User,1
456,170225-000000,,Open,Public API,,,,,,40:58.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
1013,170320-000097,Abandoned Vehicle,Open,CX Console,,,1,37.2986504,-122.0103806,04:05.0,,Tier1,2017,1,3,12,Jennifer Pettigrew,Magaly Bridgeman,1
440,170224-000044,,Open,Public API,,,,13.3794024,74.7404278,41:58.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
996,170320-000060,General Request,Open,Public API,,,,37.2376349,-121.8071543,52:28.0,,Tier1,2017,1,3,12,,Mahesh Kumar G Kumar G,1
980,170320-000029,Pothole,Open,CX Console,,,,37.42688835,-121.8946838,40:26.0,,Tier1,2017,1,3,12,Hemanth Kumar,ICS Integration,1
964,170319-000060,Abandoned Vehicle,Open,Web Console,Shopping Carts,,,,,55:45.0,,Tier1,2017,1,3,12,Prajakta Deep,Praj Mar 20 Test,1
948,170318-000038,Abandoned Vehicle,Open,CX Console,,,6,37.667475,-122.079061,32:39.0,,Tier1,2017,1,3,11,agent tier1,Siva Malyala,1
932,170317-000084,,Open,CX Console,,,,,,57:00.0,,Tier1,2017,1,3,11,agent tier1,Siva Malyala,1
916,170317-000044,,Open,Public API,,,,,,06:04.0,,Tier1,2017,1,3,11,,Pramod Bojja,1
900,170317-000008,General Request,Open,Public API,,,,37.2376349,-121.8071543,02:30.0,,Tier1,2017,1,3,11,,Mahesh Kumar G Kumar G,1
884,170316-000046,Graffiti,Open,Public API,,,,37.2376349,-121.8071543,32:52.0,,Tier2,2017,1,3,11,,Anonymous User,1
868,170316-000026,Abandoned Vehicle,Open,End-User pages,,,3,37.3351874,-121.8810715,23:30.0,,Tier1,2017,1,3,11,,Swati Nadimpalli,1
852,170316-000008,,Open,CX Console,,,,23.456,45.9088,38:38.0,,Tier1,2017,1,3,11,Nishi Jahagirdar,Nishi demo J,1
418,170224-000022,,Open,Public API,,,,13.3794021,13.3794021,55:36.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
208,170215-000051,,Open,Public API,,,,13.3794327,74.7405642,55:41.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
402,170224-000006,,Open,Public API,,,,13.3794024,74.7404278,41:15.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
192,170215-000035,,Open,Public API,,,,13.3794024,74.7404278,04:39.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
386,170223-000073,,Open,Public API,,,,12.12345679,12.12345679,24:12.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
176,170215-000019,,Open,Public API,,,,12.2365,12.54,43:25.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
370,170223-000057,,Open,Public API,,,,13.3794024,74.7404278,03:36.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
160,170215-000003,,Open,Public API,,,,12.2365,12.54,27:12.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
354,170223-000041,,Open,Public API,,,,12.12345679,12.12345679,02:57.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
144,170214-000033,,Open,Public API,,,,37.3382,121.8863,53:29.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
338,170223-000025,,Open,Public API,,,,22.45698701,12.12345679,00:24.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
128,170214-000016,,Open,Public API,,,,37.3382,121.8863,11:11.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
322,170223-000008,,Open,Public API,,,,37.3382,121.8863,42:27.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
112,170214-000000,,Open,Public API,,,district name,37.3382,121.8863,13:14.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
306,170222-000023,Pothole,Open,End-User pages,,,3,37.3382082,-121.8863286,16:14.0,,Tier1,2017,1,2,8,,Swati Nadimpalli,1
88,170208-000008,,Open,Public API,,,,,,04:42.0,,Tier1,2017,1,2,6,,Pramod Bojja,1
290,170222-000007,Abandoned Vehicle,Open,End-User pages,,,3,37.3351874,-121.8810715,08:56.0,,Tier1,2017,1,2,8,,Swati Nadimpalli,1
274,170221-000007,,Open,CX Console,Individual,,,37.3382,121.8863,38:29.0,,Tier1,2017,1,2,8,Pramod Bojja,Pramod Bojja,1
53,170206-000001,,Open,Public API,,,,,,30:25.0,,Tier1,2017,1,2,6,,Pramod Bojja,1
242,170216-000029,,Open,Public API,,,,13.3793203,74.7405192,00:26.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
21,170112-000002,Streetlight Outage,Open,End-User pages,Street Light,,,,,11:46.0,PBCE,Tier1,2017,1,1,2,agent tier1,Test_C2 Test_W2,1
226,170216-000013,,Open,Public API,,,,37.3382,121.8863,51:25.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
832,170315-000062,,Open,Public API,,,,37.3382,121.8863,40:06.0,,Tier1,2017,1,3,11,,Pramod Bojja,1
816,170315-000025,,Open,CX Console,,,,38.75412,-121.886,01:56.0,,Tier1,2017,1,3,11,pradeep test,Pramod Bojja,1
800,170314-000116,,Open,CX Console,,,,37.3382,121.8863,08:50.0,,Tier1,2017,1,3,11,pradeep chandolu,Test_C1402 Test_W1402,1
768,170314-000007,Graffiti,Open,Public API,Painted Wall,,,37.3382,121.8863,54:15.0,,Tier2,2017,1,3,11,,Nishi test8,1
736,170312-000012,Graffiti,Open,End-User pages,,,3,37.3382082,-121.8863286,11:34.0,,Tier1,2017,1,3,11,,Anonymous User,1
719,170310-000000,Illegal Dumping,Open,CX Console,,,,37.3382,121.8863,16:09.0,,Tier1,2017,1,3,10,Hemanth Kumar,Nishi J,1
703,170309-000000,Abandoned Vehicle,Open,Public API,,,,13.3794024,74.7404278,36:52.0,,Tier2,2017,1,3,10,,Mahesh Kumar G Kumar G,1
685,170307-000009,Streetlight Outage,Open,End-User pages,,,3,37.3351874,-121.8810715,56:51.0,,Tier1,2017,1,3,10,,Swati Nadimpalli,1
668,170303-000032,General Request,Open,Public API,,,,,,22:55.0,,Tier1,2017,1,3,9,,Anonymous User,1
652,170303-000001,General Request,Open,Public API,,,,,,45:58.0,,Tier1,2017,1,3,9,,Mahesh Kumar G Kumar G,1
636,170302-000105,Graffiti,Open,Public API,Painted Wall,High,,37.3382,121.8863,13:43.0,,Tier2,2017,1,3,9,,Nishi test8,1
423,170224-000027,,Open,Public API,,,,,,05:58.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
213,170216-000000,,Open,Public API,,,,37.3382,121.8863,29:22.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
407,170224-000011,,Open,Public API,,,,,,52:09.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
197,170215-000040,,Open,Public API,,,,13.43085116,74.84226186,07:53.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
391,170223-000078,,Open,Public API,,,,12.12345679,12.12345679,35:22.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
181,170215-000024,,Open,Public API,,,,12.23,12.54,51:25.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
375,170223-000062,,Open,Public API,,,,13.3794021,13.3794021,06:39.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
165,170215-000008,,Open,Public API,,,,12.2365,12.54,37:01.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
359,170223-000046,,Open,Public API,,,,12.12345679,12.12345679,39:17.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
149,170214-000038,,Open,Public API,,,district name,37.3382,121.8863,28:20.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
343,170223-000030,,Open,Public API,,,,12.12345679,12.12345679,28:47.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
133,170214-000022,,Open,Public API,,,district name,37.3382,121.8863,11:07.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
327,170223-000013,,Open,Public API,,,,22.45698701,12.12345679,44:00.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
117,170214-000005,,Open,Public API,,,,37.3382,121.8863,40:28.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
311,170222-000028,Pothole,Open,End-User pages,,,6,37.3025329,-121.9360401,55:21.0,,Tier1,2017,1,2,8,,Anonymous User,1
97,170209-000000,Abandoned Vehicle,Open,End-User pages,,,,18.5204303,73.8567437,32:07.0,,Tier1,2017,1,2,6,,test test,1
295,170222-000012,Illegal Dumping,Open,End-User pages,,,3,37.3336581,-121.8907041,43:38.0,,Tier1,2017,1,2,8,,Anonymous User,1
279,170221-000012,Abandoned Vehicle,Open,End-User pages,,,6,37.3157584,-121.9273763,21:39.0,,Tier1,2017,1,2,8,,Anonymous User,1
59,170207-000001,Streetlight Outage,Open,Public API,Street Light,,,,,21:19.0,,Tier2,2017,1,2,6,,Swati Nadimpalli,1
263,170220-000005,,Open,Public API,,,district name,37.3382,121.8863,35:37.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
247,170216-000034,,Open,Public API,,,,37.3382,121.8863,31:58.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
26,170124-000001,,Open,End-User pages,,,,12.9715987,77.5945627,09:25.0,Newsroom,Tier1,2017,1,1,4,,test test,1
231,170216-000018,,Open,Public API,,,,12.12345679,12.54,25:58.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
837,170315-000073,Abandoned Vehicle,Open,End-User pages,,,3,37.3639472,-121.9289375,42:17.0,,Tier1,2017,1,3,11,,Prajakta Portal,1
821,170315-000030,Abandoned Vehicle,Open,Public API,,,,37.20160656,-121.798645,10:32.0,,Tier2,2017,1,3,11,,Kavi Kavi,1
805,170315-000002,Graffiti,Open,Web Console,City,,3,37.34196657,-121.8924952,43:09.0,,Tier1,2017,1,3,11,Vishnu test,Test SV,1
789,170314-000055,Abandoned Vehicle,Open,Public API,,,,37.2376349,-121.8071543,02:06.0,,Tier2,2017,1,3,11,,Anonymous User,1
773,170314-000016,Graffiti,Open,Public API,Painted Wall,,,37.3382,121.8863,27:52.0,,Tier2,2017,1,3,11,,Nishi test8,1
757,170313-000037,,Open,Public API,,,,22.45698701,12.12345679,58:43.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
741,170312-000026,Abandoned Vehicle,Open,Public API,,,,13.3794024,74.7404278,28:28.0,,Tier2,2017,1,3,11,,Anonymous User,1
708,170309-000005,Abandoned Vehicle,Open,Public API,,,,,,51:41.0,,Tier2,2017,1,3,10,,Anonymous User,1
692,170308-000000,Streetlight Outage,Open,CX Console,,,,37.3382,121.8863,13:26.0,,Tier1,2017,1,3,10,Prajakta Deep,Praj Test 1,1
673,170305-000003,Pothole,Open,End-User pages,,,3,37.3639472,-121.9289375,59:32.0,,Tier1,2017,1,3,10,,Swati Nadimpalli,1
657,170303-000006,Pothole,Open,Public API,,,,13.45059839,74.85291526,27:47.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
641,170302-000112,Abandoned Vehicle,Open,Public API,,High,,,,22:36.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
621,170302-000071,,Open,Public API,,High,district name,37.3382,121.8863,04:21.0,,Tier2,2017,1,3,9,,Swati Nadimpalli,1
605,170302-000055,Pothole,Open,Public API,,High,,,,57:45.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
589,170302-000039,Abandoned Vehicle,Open,Public API,,High,,12.12345679,12.12345679,28:01.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
573,170302-000021,Abandoned Vehicle,Open,Public API,,High,,37.3382,121.8863,38:05.0,,Tier1,2017,1,3,9,,Pramod Bojja,1
557,170302-000005,General Request,Open,Public API,,High,,37.3382,121.8863,40:03.0,,Tier1,2017,1,3,9,,Mahesh Kumar G Kumar G,1
541,170301-000017,General Request,Open,Public API,,High,,37.3382,121.8863,27:16.0,,Tier1,2017,1,3,9,,Nishi test8,1
1115,170321-000138,General Request,Open,Public API,,,,37.3034351,-121.8581116,49:48.0,,Tier1,2017,1,3,12,,Anonymous User,1
525,170228-000028,Graffiti,Open,CX Console,Painted Wall,,,37.3382,121.8863,57:34.0,,Tier1,2017,1,2,9,Hemanth Kumar,Pramod Bojja,1
1099,170321-000109,Pothole,Open,Web Console,,,,,,11:26.0,,Tier1,2017,1,3,12,Desiree Jafferies,James Marshal,1
509,170228-000000,,Open,Public API,,,district name,37.3382,121.8863,07:46.0,,Tier2,2017,1,2,9,,Swati Nadimpalli,1
1083,170321-000069,General Request,Open,CX Console,Utility,,,,,17:21.0,,Tier1,2017,1,3,12,Desiree Jafferies,Gordon Hannah,1
493,170227-000036,,Open,Public API,,,,13.3794024,74.7404278,09:23.0,,Tier2,2017,1,2,9,,Swati Nadimpalli,1
1067,170321-000020,,Open,Web Console,,,,,,20:20.0,,Tier1,2017,1,3,12,Nishi Jahagirdar,Nishi J,1
477,170227-000008,Abandoned Vehicle,Open,CX Console,,,,37.3382,121.8863,35:41.0,,Tier1,2017,1,2,9,Hemanth Kumar,Pramod Bojja,1
1036,170320-000134,Illegal Dumping,Open,CX Console,,,3,37.3411251,-121.8895682,50:25.0,,Tier1,2017,1,3,12,Terry Choy,Myles Schreck,1
461,170225-000005,Abandoned Vehicle,Open,End-User pages,,,,17.4976428,78.3890601,43:04.0,,Tier1,2017,1,2,8,,Anonymous User,1
1018,170320-000109,Graffiti,Open,CX Console,Painted Wall,,1,37.7209909,-122.4806636,33:56.0,,Tier1,2017,1,3,12,Jennifer Pettigrew,Magaly Bridgeman,1
445,170224-000049,,Open,Public API,,,,37.3382,121.8863,27:35.0,,Tier2,2017,1,2,8,,Mahesh Kumar G Kumar G,1
1001,170320-000069,,Open,Utilities,,,,,,59:42.0,,,2017,1,3,12,,Nishi demo J,1
429,170224-000033,,Open,Public API,,,,,,39:11.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
985,170320-000042,Abandoned Vehicle,Open,CX Console,,,,37.37595501,-122.0473766,10:21.0,,Tier1,2017,1,3,12,Hemanth Kumar,Test Contact,1
969,170320-000004,Illegal Dumping,Open,Web Console,Shopping Carts,,,,,34:15.0,,Tier1,2017,1,3,12,Prajakta Deep,Praj Test,1
953,170318-000074,,Open,CX Console,,,3,17.4482929,78.3914851,08:30.0,,Tier1,2017,1,3,11,pradeep test,test UAT,1
937,170318-000014,Abandoned Vehicle,Open,Public API,,,,37.19902306,-121.9498857,34:50.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
921,170317-000071,Abandoned Vehicle,Open,CX Console,,,,37.23006596,-121.9496155,20:15.0,,Tier1,2017,1,3,11,Hemanth Kumar,ICS Integration,1
905,170317-000014,Pothole,Open,Public API,,,,37.2376349,-121.8071543,06:32.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
889,170316-000051,General Request,Open,Public API,,,,37.2376349,-121.8071543,41:11.0,,Tier1,2017,1,3,11,,Anonymous User,1
873,170316-000033,Graffiti,Open,End-User pages,,,3,37.3351874,-121.8810715,53:38.0,,Tier1,2017,1,3,11,,Swati Nadimpalli,1
857,170316-000014,Abandoned Vehicle,Open,Public API,,,,37.2376349,-121.8071543,44:58.0,,Tier2,2017,1,3,11,,Fatima Mashooda,1
826,170315-000050,Abandoned Vehicle,Open,End-User pages,,,6,37.3196628,-121.9481566,28:48.0,,Tier1,2017,1,3,11,,Swati Nadimpalli,1
810,170315-000016,,Open,Public API,,,,12.12345679,12.12345679,01:22.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
794,170314-000070,Abandoned Vehicle,Open,Public API,,,,37.27898729,-121.8363357,45:55.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
762,170313-000061,Graffiti,Open,Public API,Painted Wall,,,13.3794021,13.3794021,36:04.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
746,170313-000002,Illegal Dumping,Open,CX Console,,,,37.3382,121.8863,48:46.0,,Tier1,2017,1,3,11,Nishi Jahagirdar,Nishi demo J,1
713,170309-000010,,Open,CX Console,Other,,,37.3382,121.8863,07:21.0,,Tier1,2017,1,3,10,Hemanth Kumar,Nishi J,1
697,170308-000007,General Request,Open,End-User pages,,,9,37.2363168,-121.9114546,09:04.0,,Tier1,2017,1,3,10,,Shubhangi Ghule,1
678,170305-000008,Abandoned Vehicle,Open,End-User pages,,,6,37.3196628,-121.9481566,08:52.0,,Tier1,2017,1,3,10,,Swati Nadimpalli,1
662,170303-000022,Graffiti,Open,Public API,Light Pole,,,13.33738127,74.74114962,28:09.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
646,170302-000125,General Request,Open,Public API,,,,,,53:01.0,,Tier1,2017,1,3,9,,Anonymous User,1
626,170302-000078,General Request,Open,Public API,,High,,,121.8863,25:57.0,,Tier1,2017,1,3,9,,Mahesh Kumar G Kumar G,1
610,170302-000060,Streetlight Outage,Open,Public API,,High,,,,09:46.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
594,170302-000044,Abandoned Vehicle,Open,Public API,Painted Wall,High,,12.12345679,12.12345679,35:55.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
578,170302-000027,,Open,End-User pages,,High,,37.3382,121.8863,54:11.0,,Tier1,2017,1,3,9,,Shubhangi Ghule,1
562,170302-000010,,Open,Public API,,High,,,,24:12.0,,Tier2,2017,1,3,9,,Mahesh Kumar G Kumar G,1
1137,170322-000056,Abandoned Vehicle,Open,End-User pages,,,3,37.3382082,-121.8863286,07:58.0,,Tier1,2017,1,3,12,,Prajakta Portal,1
1121,170322-000022,General Request,Open,CX Console,County,,,,,56:18.0,,Tier1,2017,1,3,12,Prajakta Deep,Praj Test 2387738,1
530,170228-000034,Graffiti,Open,CX Console,SideWalk,High,,37.3382,121.8863,49:06.0,,Tier1,2017,1,2,9,Hemanth Kumar,Pramod Bojja,1
1104,170321-000119,Illegal Dumping,Open,Web Console,,,3,37.3385364,-121.8851709,41:46.0,,Tier1,2017,1,3,12,Desiree Jafferies,James Marshal,1
514,170228-000006,,Open,Public API,,,,,,53:20.0,,Tier2,2017,1,2,9,,chaithra moolya,1
1088,170321-000078,Graffiti,Open,CX Console,Painted Wall,,10,37.241648,-121.887728,03:32.0,,Tier1,2017,1,3,12,Desiree Jafferies,Gordon Hannah,1
498,170227-000041,,Open,Public API,,,,13.37272215,74.77258544,14:50.0,,Tier2,2017,1,2,9,,chaithra moolya,1
1072,170321-000036,General Request,Open,CX Console,County,,,,,37:53.0,,Tier1,2017,1,3,12,Prajakta Deep,Praj Test,1
482,170227-000014,,Open,CX Console,Individual,,,37.3382,121.8863,12:33.0,,Tier1,2017,1,2,9,Pramod Bojja,Pramod Bojja,1
1041,170320-000144,Streetlight Outage,Open,CX Console,,,10,37.242375,-121.850777,51:29.0,,Tier1,2017,1,3,12,Kia O'Hara,Stanford Yanni,1
466,170226-000003,Abandoned Vehicle,Open,End-User pages,,,,17.4979732,78.388956,24:50.0,,Tier1,2017,1,2,9,,Anonymous User,1
1025,170320-000133,Pothole,Open,CX Console,,,2,37.2863273,-121.81779,29:47.0,,Tier1,2017,1,3,12,Jennifer Pettigrew,Magaly Bridgeman,1
450,170224-000054,,Open,CX Console,,,,37.3382,121.8863,56:39.0,,Tier1,2017,1,2,8,Nishi Jahagirdar,demo_nishi_first demo_nishi_last,1
1007,170320-000078,Abandoned Vehicle,Open,CX Console,,,,37.36688292,-122.041626,43:36.0,,Tier1,2017,1,3,12,Hemanth Kumar,Test Contact,1
434,170224-000038,,Open,Public API,,,,,,51:59.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
990,170320-000054,Abandoned Vehicle,Open,CX Console,,,,37.36360852,-122.0361328,42:41.0,,Tier1,2017,1,3,12,Hemanth Kumar,Test Contact,1
974,170320-000009,Illegal Dumping,Open,CX Console,,,,37.43452195,-122.1308899,11:36.0,,Tier1,2017,1,3,12,Hemanth Kumar,ICS Integration,1
958,170319-000041,Graffiti,Open,CX Console,Tree,,,,,52:05.0,,Tier1,2017,1,3,12,Test Agenttier1,fga agha,1
942,170318-000028,Graffiti,Open,CX Console,Utility Box,,,37.42579777,-121.8974304,35:12.0,,Tier1,2017,1,3,11,Hemanth Kumar,Test Contact,1
926,170317-000080,,Open,CX Console,,,,,,36:17.0,,Tier1,2017,1,3,11,agent tier1,Siva Malyala,1
910,170317-000029,Abandoned Vehicle,Open,Public API,,,,37.58500947,-121.958685,40:38.0,,Tier2,2017,1,3,11,,Mahesh Kumar G Kumar G,1
894,170317-000000,General Request,Open,Public API,,,,37.2376349,-121.8071543,16:29.0,,Tier1,2017,1,3,11,,Anonymous User,1
878,170316-000039,Illegal Dumping,Open,End-User pages,,,3,37.3351874,-121.8810715,52:30.0,,Tier1,2017,1,3,11,,Swati Nadimpalli,1
862,170316-000019,General Request,Open,Public API,,,,37.2376349,-121.8071543,21:29.0,,Tier1,2017,1,3,11,,Fatima Mashooda,1
846,170315-000084,General Request,Open,End-User pages,County,,3,37.3351874,-121.8810715,53:44.0,,Tier1,2017,1,3,11,,Prajakta Portal,1
218,170216-000005,,Open,Public API,,,,,,27:28.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
412,170224-000016,,Open,Public API,,,,13.3794021,13.3794021,14:26.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
202,170215-000045,,Open,Public API,,,,37.3382,121.8863,26:20.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
396,170224-000000,General Request,Open,CX Console,City,,,37.3382,121.8863,05:23.0,Airport,Tier1,2017,1,2,8,Nishi Jahagirdar,Nishi test8,1
186,170215-000029,,Open,Public API,,,,12.12345679,12.54,57:20.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
380,170223-000067,,Open,Public API,,,,13.3794024,74.7404278,10:31.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
170,170215-000013,,Open,Public API,,,,12.2365,12.54,41:38.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
364,170223-000051,,Open,Public API,,,,,,48:14.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
154,170214-000043,Abandoned Vehicle,Open,End-User pages,,,4,37.3900982,-121.8849687,00:26.0,,Tier1,2017,1,2,7,,Anonymous User,1
348,170223-000035,,Open,Public API,,,,22.45698701,12.12345679,56:20.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
138,170214-000027,General Request,Open,Public API,,,,37.3382,121.8863,47:49.0,,Tier1,2017,1,2,7,,Swati Nadimpalli,1
332,170223-000018,,Open,Public API,,,,37.3382,121.8863,57:51.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
122,170214-000010,,Open,Public API,,,,37.3382,121.8863,58:57.0,,Tier2,2017,1,2,7,,Swati Nadimpalli,1
316,170223-000002,,Open,Public API,,,,,,46:14.0,,Tier2,2017,1,2,8,,Swati Nadimpalli,1
105,170210-000001,,Open,Public API,,,district name,37.3382,121.8863,18:42.0,,Tier2,2017,1,2,6,,Swati Nadimpalli,1
300,170222-000017,Graffiti,Open,End-User pages,,,6,37.3196628,-121.9481566,39:59.0,,Tier1,2017,1,2,8,,Anonymous User,1
82,170208-000002,,Open,End-User pages,,,,16.3066525,80.4365402,18:40.0,,Tier1,2017,1,2,6,,test test,1
268,170221-000001,Abandoned Vehicle,Open,End-User pages,,,3,37.3382082,-121.8863286,45:20.0,,Tier1,2017,1,2,8,,Anonymous User,1
47,170203-000001,,Open,Public API,,,,,,10:27.0,,Tier1,2017,1,2,5,,test test,1
252,170217-000006,,Open,CX Console,,,,37.3382,121.8863,58:42.0,,Tier1,2017,1,2,7,pradeep chandolu,Pradeep Chandolu,1
31,170124-000009,,Open,End-User pages,,,,17.4380055,78.4366344,38:51.0,,Tier1,2017,1,1,4,,sri test,1
